id,r_x,r_y,r_z,v_x,v_y,v_z
36041,-0.783347,2.70603,0.51782,158381,30054.6,148505
36042,-1.59311,-1.22379,0.0111674,160301,-188050,-39759.2
36043,1.35302,-2.21441,-0.0412331,204219,93530.1,-17219.6
36044,-0.692162,3.3984,1.83538,-15939.6,-75056.9,135647
36045,1.7717,0.0881621,2.9823,-90211.7,186348,13503.8
36046,2.27366,-1.17299,-0.863514,-73990.3,-382.619,-210560
36047,-0.0796834,2.76878,0.431608,-105283,-78196.9,188514
36048,-1.3049,2.70431,1.79342,-119312,-109022,81821.4
36049,-0.401673,0.894152,2.13105,242892,-6212.03,13093.5
36050,1.40004,-0.455374,3.03124,-4699.95,-182590,-31669.9
36051,1.43677,1.16945,-1.25422,-133941,-106137,-196244
36052,3.05668,-0.216834,0.500167,30702.4,203457,10742.8
36053,0.256954,2.1419,-0.0436815,-268647,44172.6,3074.97
36054,-0.382294,1.28115,-1.86365,-138506,138341,147816
36055,1.37986,-2.08712,-0.413114,-203316,-133337,-47897.8
36056,-0.979731,-2.67603,-0.00316545,-173414,31514.9,87147.7
36057,3.0118,0.438706,1.04993,6232.88,-164447,117120
36058,-1.93213,-0.625713,-1.71882,32908.1,204581,-95497.1
36059,-1.34162,0.829619,2.13461,-179787,90443.6,-128644
36060,-1.05213,-1.8643,-1.65367,-145559,-60850.1,156336
36061,1.17214,-1.76668,0.227718,-219521,-158748,17200.3
36062,0.0460579,-0.260816,2.30911,107061,218456,-3749.1
36063,-1.2853,1.60816,0.316395,-159784,-140017,163471
36064,1.23249,-1.19206,-1.21066,-115826,-206887,134194
36065,-2.18077,1.88337,-0.477348,-147233,-155759,-50105.3
36066,2.95923,0.597561,-0.0162022,-70532.2,177919,-94634.4
36067,1.99165,1.61271,-0.376612,128899,-107363,176433
36068,-2.58951,-0.812761,0.0611766,-68328.7,222387,37528.1
36069,0.833139,-2.90276,-0.214557,-80305.1,-38254.1,-189472
36070,2.52199,0.780603,0.532817,101376,-196942,-12350
36071,0.0236366,2.4139,0.462381,-101971,26310.5,202937
36072,1.39104,-2.91711,1.73314,-149546,-59944.8,65802.8
36073,-0.756671,-2.60195,-0.0716674,-228533,51114,13567.9
36074,-2.3873,-1.11021,0.477001,91284.4,-128578,123259
36075,-0.320798,-0.530147,-2.29639,21002.7,-230714,4455.2
36076,-1.82854,0.674007,0.747099,72090.3,260261,79126.1
36077,1.33481,-1.58054,1.26573,-9948.75,179413,146817
36078,0.980211,-0.847469,-2.7991,151651,125772,23202.7
36079,-2.39425,1.28936,1.63342,91027.8,173162,-5372.44
36080,0.530378,-0.688754,2.39734,-181929,58812.2,138368
36081,-0.663154,1.67023,1.06222,183244,131023,-131585
36082,1.0563,-1.95284,-0.267259,206509,28294.4,159406
36083,0.176235,1.95456,2.0714,-158401,-50493.3,116874
36084,1.62448,0.530297,-2.47125,147706,103974,106574
36085,1.19141,0.529765,-3.35959,152125,90794.7,29311.3
36086,-2.61777,0.733038,-0.213585,28991.9,206103,-2223.93
36087,-0.732638,-2.52899,0.512141,-63495.9,122981,178714
36088,2.32354,-1.85632,-2.35295,-55330,-131938,83583.7
36089,-2.38262,-0.157629,1.44172,129785,-23708,173144
36090,1.45329,-1.30635,-2.02808,-173927,-93307.2,-72556.8
36091,0.623633,-2.60052,-0.789287,62303,-30485.3,207204
36092,-1.72574,-0.18485,1.48484,-93148.3,202725,-131033
36093,0.582745,1.09031,1.85368,-29874.9,-234427,89841.2
36094,2.075,1.66235,-1.15051,84877.9,-189851,-79340.1
36095,2.65858,1.11261,-0.176919,-74887.8,169006,127033
36096,-0.967195,-0.550482,-2.09542,133300,-188727,-57259.2
36097,-1.00965,-1.71575,-0.601433,213888,-41027.5,-168459
36098,-0.919075,1.6702,-2.38278,9963.65,-169678,-115001
36099,-2.48957,1.61624,0.102668,108514,186754,1819.42
36100,0.988619,2.51212,-0.848742,-159406,3030.4,-160780
36101,1.54282,-1.86274,-1.42896,176571,108030,-17725.2
36102,-2.22216,1.86978,1.21089,-143581,-122105,6294.78
36103,-1.5158,-0.788265,-2.44219,32865.5,153938,-149352
36104,-2.50864,-1.52509,-1.73873,18488.1,-146163,112567
36105,1.82958,-1.41861,-0.865741,-141996,3351.56,-196737
36106,0.389615,-1.01634,-2.37321,161683,-151116,30695.9
36107,2.19989,-0.892912,1.27954,-116468,-136380,104763
36108,-1.52979,-0.79577,1.04187,126866,-251554,6207.4
36109,-0.199719,2.85996,1.55728,-115888,61764.5,-148252
36110,1.55531,-1.10902,-0.810686,162530,169809,142930
36111,2.14362,1.36669,-1.51345,125068,2913.21,174374
36112,-2.95237,-0.580854,-1.24014,-95385.6,54160.7,162289
36113,1.50895,-2.80848,0.399536,-162040,-90921,-78094.6
36114,-2.57708,-0.885762,-0.103781,-77885,208995,-1359.2
36115,-2.61073,0.395259,-0.728641,-901.576,-104667,-189426
36116,-0.339764,-2.51954,1.53593,-71822.3,107664,165879
36117,-0.412553,-0.961349,2.89216,-51849.9,-178256,-41928.2
36118,-0.898588,2.78059,0.0329867,181512,14087.5,26413.4
36119,-1.05223,2.67142,-0.246169,196538,100226,2715.81
36120,-1.66729,-0.422918,0.998869,18474.9,257793,101553
36121,-0.690609,1.84153,-0.268203,-228916,-110069,-41595
36122,1.24505,-2.14378,-0.12324,193061,143674,10885.8
36123,-1.87093,-1.62032,1.98552,-198272,15161.9,-93171.3
36124,-1.89881,1.6227,-0.276999,137024,206280,27150.1
36125,2.33173,0.770005,1.75855,-120641,18002,172219
36126,2.40481,-1.1258,0.808276,-54246,-194658,-72371.5
36127,-0.0782192,-0.170785,-3.12971,-139612,-148448,-5008.36
36128,2.26794,-0.738763,0.918385,149607,64571.3,-162447
36129,-2.41628,1.45146,-0.120172,96952.8,207354,1783.75
36130,1.19804,-3.04324,-2.04252,-123235,-11431.8,-107823
36131,0.752669,-1.1431,-2.80963,188882,47702.1,48195.7
36132,-1.97067,0.198254,-0.957195,-89598.3,-179080,169711
36133,-0.251034,1.94924,0.935805,-264185,11631.4,-38326.7
36134,1.28267,-1.75008,-0.400538,-161762,-191801,-22985.5
36135,1.09827,-2.31124,-0.730514,-172070,-9178.64,-116925
36136,-2.71743,-0.864378,0.412351,54093.2,-206868,71386.8
36137,1.10609,0.0555093,1.65562,-106161,220563,65191.6
36138,1.82964,1.91472,0.375515,161538,-129640,43263.9
36139,-0.480737,2.6106,-0.747725,-134450,-51321.7,-159128
36140,-1.5801,1.33216,1.52861,99153.2,206294,-73058.8
36141,0.974635,2.07481,1.05158,207681,-108322,3529.23
36142,2.10281,0.990826,2.2387,-154798,10671.8,118214
36143,2.28304,-0.213214,1.33674,38392.2,-211821,-54482.3
36144,0.237145,1.1147,-1.77385,-119021,178948,138808
36145,1.36424,1.34386,2.47717,-192669,39904.6,66157.7
36146,2.66455,-1.42879,0.240748,-98929.3,-185244,6263.21
36147,1.39452,-2.39614,-0.0601399,-183559,-108316,54559.6
36148,-2.11823,1.88941,1.20927,127195,163726,-3382.97
36149,-1.93396,-1.46271,0.667711,149650,-127274,121965
36150,1.35549,-2.37656,-0.998561,-206866,-74251.2,-7611.1
36151,-0.210632,-1.39273,1.63226,-255372,-40039.7,-68944.3
36152,2.06889,1.10275,0.208478,138156,-208724,30758.4
36153,-0.198694,-3.36947,-0.458556,-189411,11748.8,-1310.87
36154,1.55608,2.11466,-2.04532,-142097,129360,11224.8
36155,0.57731,-2.53793,-0.39761,-211568,-18627.1,20097.5
36156,-1.55431,2.31859,-0.906264,-122183,-102861,-121788
36157,-1.61358,1.92592,-1.42716,-169618,-121405,11838.8
36158,-2.84442,1.38704,-0.00362494,93422.1,169773,-975.139
36159,0.709341,-1.75999,-0.661067,259629,62045.7,58375.5
36160,0.180746,3.11594,0.168943,-81203.4,13732.7,172535
36161,-2.06751,1.17432,1.67719,162632,121795,76265.6
36162,-2.35556,-0.50968,-1.16759,77599.9,141606,-160813
36163,2.22819,1.5346,1.15252,134441,-156854,-63209
36164,1.29003,-0.332533,2.75491,-42404.9,195372,49720.7
36165,-2.90006,-0.366701,0.843342,-11930.6,203417,-53830.5
36166,0.770664,-1.60435,-1.60759,-209311,-987.298,-126679
36167,-1.64249,0.29593,2.2478,-16540.9,-226425,-8027.44
36168,0.0717291,1.32535,-1.84083,-138677,-135586,-177531
36169,1.01559,-2.06295,-0.0365784,243355,83490.5,469.62
36170,0.55941,-3.82405,0.80643,-134895,-35712.2,-67718.6
36171,2.01802,-0.897909,-1.49123,-162121,-156204,-77937.2
36172,0.189924,-2.69814,-0.156698,231381,4104.71,-8442.46
36173,2.05173,-2.41645,0.217543,-146823,-116039,-37204.5
36174,2.45521,-0.245333,-1.5875,-51149.5,202300,-73122.9
36175,-2.53006,-1.35385,0.967918,-97034.6,178139,-45136.7
36176,2.82839,2.57618,0.196911,125420,-99277.5,-40613.8
36177,0.57371,-2.68251,1.47678,-202920,-30385,36751.9
36178,1.64536,2.31801,-0.013572,179505,-129881,-30.8289
36179,1.95708,-1.55781,0.837101,-188435,-107740,107791
36180,1.43137,-1.93188,-1.80268,-166380,-53901.5,-75990
36181,-1.37994,2.14359,0.33547,204246,65404.9,117063
36182,2.9786,-0.320331,1.23315,-8102.74,198562,34408.9
36183,0.990718,1.99424,2.25436,-70088.9,182759,-62974.5
36184,2.33249,0.299364,0.119894,86160.6,-217188,4803.11
36185,0.167034,-2.18317,-0.625412,-254067,-39132.6,28174.7
36186,-0.37515,-0.641773,-2.61379,-195832,-29030.8,85443.2
36187,0.611048,-1.0422,2.42535,-5095.39,-206657,-102591
36188,-0.0840461,0.935598,-2.08315,119753,-189346,-100165
36189,-2.65138,-1.41428,0.0553879,-96109.6,182943,-6991.56
36190,-0.194835,-2.455,0.31175,195218,-31989.8,-85609
36191,2.13973,-0.727186,-0.421816,50806.4,239765,-11648.7
36192,2.12777,-2.1912,-0.243428,7563.68,8483.57,208148
36193,0.360951,-0.114416,3.76918,-130139,-103479,12012.8
36194,-0.314358,2.91855,-0.721819,-208525,-13343.8,42884.6
36195,-0.912685,-2.908,1.2722,155917,-78629,47662.7
36196,-1.73223,1.74415,0.346618,183327,128906,-9937.07
36197,-1.67785,2.90563,-0.551323,-179550,-21684.6,56036
36198,1.02164,2.72311,0.207538,198300,-56208.4,14116.8
36199,0.453526,-2.27968,-0.261122,-229329,-30562.8,92381.2
36200,-1.04338,2.74607,0.234264,126772,65383.8,136814
36201,0.161218,2.46517,-1.52336,133602,-77288.2,-156518
36202,1.32693,-0.951629,1.24254,-108796,-211613,-126014
36203,1.53854,1.65598,-1.81482,161292,-110895,40895.3
36204,-1.84273,-0.7774,-2.03175,-158035,-1596.54,132462
36205,2.17862,-1.5432,-0.0328604,143304,147721,37206.4
36206,-0.334519,1.83222,-1.18993,258463,15313.6,39191.8
36207,0.23599,2.87951,1.56503,-62815.7,-55259.6,174261
36208,-2.24491,0.47246,-0.576882,-17033.7,-82241.6,-224001
36209,-2.81246,0.715305,-0.140848,64397.6,208981,-29603
36210,2.74855,-0.672649,-0.991834,-35119.8,-194229,41686.6
36211,2.2188,0.703131,-0.501838,-120999,158524,-118229
36212,-1.9324,-1.29374,0.0120358,-125484,214494,-5392.09
36213,-0.662691,2.24898,1.96102,196373,57670.3,25542.2
36214,0.789829,2.50788,-1.1467,-221659,28372.6,-16969.8
36215,-1.41412,-1.09431,0.561233,-184643,197690,-114806
36216,-2.27004,1.13177,-1.00094,-55666.1,-225944,-22974.9
36217,-0.965079,-2.84442,-0.452117,-140631,121052,-71844.8
36218,-2.13655,1.35682,0.0514828,127975,194065,-4543.62
36219,0.505814,-1.72109,1.98913,19708.8,185011,137423
36220,-0.652134,-1.75884,2.24579,-152649,-86750.2,-136575
36221,-1.16584,1.78575,0.103523,152889,136044,-173903
36222,1.88874,2.45397,0.307256,134233,-102451,119745
36223,-1.35899,1.67502,-1.99475,-176706,-126074,-10359.2
36224,2.02602,1.2576,-0.108852,-150889,198358,-5931.49
36225,-1.08249,2.05894,1.65114,164420,9784.11,153043
36226,-1.54828,1.45536,-1.6105,-178581,-1774.27,128734
36227,1.64223,0.544506,0.508143,56770.7,-269694,-25394.4
36228,-1.00793,2.86656,-0.489973,191238,59345.5,52793.8
36229,1.35993,-1.42311,-0.963069,11128.9,-105342,242889
36230,1.51962,1.52874,0.303629,-177868,176074,27440.4
36231,0.328772,1.74243,-1.62995,180254,-79699.5,-149929
36232,-0.946059,-2.16071,1.16307,-215206,99689.5,-7050.54
36233,-1.27258,-2.58261,1.79681,57615.4,-107838,-138772
36234,0.340356,-2.20149,1.92863,-168175,-94038,-21872.4
36235,-1.697,0.973332,1.8267,144455,157628,73506.6
36236,-0.834245,-1.37959,1.45524,-48694.9,186335,171816
36237,2.0534,2.48769,1.04272,-161556,96892.9,-12719
36238,-1.59844,-1.29736,1.54058,-191268,134882,-61850.1
36239,-1.79016,0.935137,-2.15907,-154255,21046.7,131922
36240,-0.997711,-0.650233,-2.79702,-25424.4,199344,-62624.6
36241,-1.47241,-0.53628,2.53655,-122865,175990,-7777.29
36242,2.07579,-1.28352,-0.476136,-167033,-189349,-33545.5
36243,1.40496,2.57904,0.21535,-115704,61829.3,158319
36244,0.888095,2.12163,1.90375,199438,-20753.4,-35760.6
36245,2.21516,-0.611448,-2.29158,-16587.6,-191623,21245.4
36246,2.07369,-0.107922,-0.599268,76993.7,-131686,204978
36247,-0.887099,-3.0003,-0.285794,-47773.5,47818.6,-191646
36248,2.63419,1.8647,-0.415484,125038,-105126,-104095
36249,0.187492,2.1767,-0.841878,239687,-18964.7,68606.1
36250,2.79884,-0.454367,0.614585,15056.8,212269,27096
36251,-0.944471,2.03286,0.904826,197583,106062,-51518.7
36252,-0.611608,-0.166482,2.31675,-205308,-71666.4,-69882.9
36253,-1.60841,-1.34605,2.75275,-7974.25,160292,97097.6
36254,-1.89204,-3.1433,0.658487,-130102,111734,3398.67
36255,1.57601,2.44881,-0.146533,-174021,99252.1,-2937.72
36256,-0.505141,-2.78901,0.605715,146680,-88195.8,-110125
36257,-1.57715,1.38978,0.425452,156492,213671,-29027.4
36258,-2.09753,1.3665,-0.141814,80376.3,169917,-168463
36259,-0.377627,-2.73142,-0.497811,209567,7210.86,87414.5
36260,-1.9129,1.16658,1.82593,166799,90868.2,83217.3
36261,-0.0320095,1.02795,0.000364319,-416570,46923.2,19458.6
36262,0.726357,-2.86158,-0.501147,-201702,-53282.8,16206.5
36263,-2.81356,-1.57835,1.13126,122408,-104343,97835.1
36264,2.72506,1.02933,0.00197743,-91427.1,185729,72035
36265,0.412308,2.74862,-0.91938,113856,-83470.8,-137681
36266,2.09471,-0.60596,2.11337,77342.1,-138864,-109739
36267,-2.34536,0.291406,0.915698,-81452.6,-44510,-236333
36268,2.5694,-1.53174,0.355496,78662.6,186939,64337.2
36269,2.6636,-1.01087,-1.54623,13089.9,163755,-115578
36270,-1.73986,-2.57722,-0.398445,3309.24,65243.4,-193734
36271,2.11708,-1.53493,-1.04753,-141588,-142374,-103057
36272,1.60995,1.20078,0.445913,-163107,211912,-72059.5
36273,-1.73544,1.49618,-2.21924,155593,58750.8,-117701
36274,-2.68035,0.239938,-0.47688,36256.9,-54143.2,-211427
36275,-1.91844,1.95993,0.849822,-40493,109344,-190483
36276,0.320492,-2.08649,-1.21236,-195233,-87444,113014
36277,1.27931,-2.48997,-0.0553585,-14317.9,-23304.5,226328
36278,1.02121,0.948666,2.29169,18185.6,-225373,14584.3
36279,-1.10535,2.09091,0.10687,-179328,-162813,42961.6
36280,0.985367,1.53257,-0.331974,-220736,136701,-78062.8
36281,1.61201,-1.19898,2.23613,-162388,-54066.7,111158
36282,-0.927514,1.32589,1.07617,92068.2,215416,-165605
36283,0.128827,-2.89662,-0.275449,-219691,6613.04,3718.71
36284,2.42732,1.4246,-1.09937,-15405.6,117712,180373
36285,-2.41242,-0.569282,-1.6678,-90448.7,-89843.2,169424
36286,-0.955857,-0.891037,2.59908,165857,52220.5,113972
36287,0.349572,-3.06935,-0.374988,-183826,-25468.1,-83817
36288,1.31772,2.51545,-1.03452,187094,-37965.8,85277.8
36289,2.162,1.98132,0.282324,144681,-151567,19438.5
36290,-0.567491,2.58725,1.2427,115948,-72712,134150
36291,2.52031,0.305442,0.416932,-4870.12,218147,67025.3
36292,0.271837,1.99811,-3.41956,-138934,-57212.2,-40651.5
36293,-1.51751,0.536953,-2.74003,103461,151910,-48068.5
36294,-2.5203,1.56848,-0.221347,123525,161683,-76125.7
36295,-0.391653,-2.00589,-1.0054,243877,-71775.9,66888.1
36296,-2.65666,-1.69235,0.764555,-106271,138458,-62773.7
36297,0.864049,-2.30646,0.903734,-118708,-69919,-185005
36298,1.76066,-1.04542,-2.27451,-92645.7,-163775,-40680
36299,-0.913632,2.66356,1.433,119339,106550,-122993
36300,-2.11123,0.955769,-0.344096,10539.5,103850,240352
36301,1.25645,-2.49856,0.411118,144344,100877,93488.1
36302,1.52621,-0.393916,-3.00192,-153430,-88660.5,-57177.8
36303,-0.217264,3.32013,-0.35229,142464,27422,-129300
36304,1.80845,2.3923,-0.375491,163726,-139040,-1261.23
36305,0.486486,-2.46611,1.28544,-182467,-81426.5,-43850.8
36306,-0.276898,2.81347,-1.51607,-14746.1,-89892.2,-176474
36307,-0.840681,0.0871314,-2.03842,-219855,-118162,76934.4
36308,0.36888,-0.529598,2.99997,44502.4,-180407,-96703.1
36309,1.59465,-2.46701,0.945666,-144341,-117535,-88431.2
36310,-0.650905,-2.02789,1.90081,-134953,109940,90434
36311,-2.90533,-1.03035,0.024475,42608.3,-184627,-21784.3
36312,0.930496,3.51816,-0.367293,55837.5,3826.02,165603
36313,-1.15899,-0.236645,1.71344,-98685,221569,-38981.9
36314,1.54703,-1.46104,-2.32982,48220.6,-157623,117136
36315,-1.46169,-2.81159,0.464905,-53505.2,21508.1,-191886
36316,-1.13055,1.28784,-1.56254,224246,110036,-61345.3
36317,1.65409,-2.58504,1.41367,-77353.6,32091.3,166512
36318,-2.51276,-1.26658,1.06737,-119905,138503,-107122
36319,-2.02142,-0.979474,-0.952104,-60179.9,214630,-92051.3
36320,-0.903336,-1.49814,-1.31287,-31874.8,208062,-147003
36321,0.250573,2.72908,-1.03776,108105,51706.5,159998
36322,-1.48416,0.0531146,-2.35291,-78213.2,-213635,46519.3
36323,1.78584,-0.156164,0.743426,-53788.6,-248233,42142.7
36324,-2.74568,-1.42249,0.888084,-47649.4,161464,77263.2
36325,-0.542915,2.07084,2.19734,124089,-86087,145138
36326,2.65653,-1.21749,-0.277265,67109.8,188952,-2016.39
36327,-1.35882,-2.4694,-0.833013,-170861,92334.9,-99305.1
36328,-2.1279,-0.29326,-0.0380528,29084.4,-267306,-5388.54
36329,1.15983,2.08073,-0.722109,93190,-97275,-213552
36330,-1.87964,-1.52948,1.49844,161601,-101448,86546.5
36331,1.54836,-1.51252,-1.52826,24643.8,-156342,164593
36332,2.34748,-0.6611,-0.102207,-88480.5,-221255,24026.4
36333,0.0545926,2.36317,-0.411474,-241374,-6495.87,-7119.48
36334,-0.695686,1.20001,2.70084,87262.3,192507,-27844.8
36335,1.23408,2.90778,-0.348639,-3126.4,-191.698,-200313
36336,-1.12455,-1.78484,-0.942033,146099,-5218.01,-202832
36337,0.9312,-1.08179,-1.65488,-231809,-14255.1,-107208
36338,-2.23474,0.453866,-0.796383,2276.43,233076,-5443.48
36339,-2.43593,0.362765,-1.97469,22658.1,184665,-17766.6
36340,-2.39716,2.00569,-0.106839,-84689.6,-132912,93452.7
36341,-1.11403,1.7951,-1.41703,-206294,-110160,31580
36342,2.02384,-2.38479,-0.26443,-4002.34,48779,-197138
36343,0.448354,-1.95057,1.13077,-28116.7,118637,222521
36344,2.22464,-0.84967,-0.194162,102418,202501,61143.7
36345,2.50166,0.461584,-0.41527,83839.9,-179671,88897.2
36346,-2.34947,-0.530938,-0.0929373,51937.6,-240218,2076.47
36347,-1.25879,3.00767,0.578558,-79554.2,-62592.9,-159151
36348,1.77181,2.07571,0.03181,180922,-145390,14884.8
36349,-1.75987,2.47448,0.969414,-158400,-53471,-114265
36350,-0.71851,-2.15085,1.16847,-84112,149127,137820
36351,-0.891165,2.4556,-1.30669,18878.7,-113503,-173539
36352,0.927597,3.39004,0.581022,-173234,43644.5,-14377.9
36353,2.25978,1.3302,0.371953,106986,-127307,-164952
36354,2.92906,-0.258241,-0.156302,-22313,-205762,78363.7
36355,2.36781,1.5128,-0.129727,107302,-186313,-13197.1
36356,2.22927,1.40842,1.70338,96888.5,-164052,-47930.8
36357,-0.508017,-0.151674,1.99016,217721,-168834,53195.4
36358,2.2069,1.07681,-0.1818,135827,-215171,848.573
36359,0.543014,2.5785,1.26876,-135003,120345,-92445.7
36360,1.98912,-1.19993,1.47655,86300.2,188467,93520.5
36361,0.898642,-0.502777,-1.11912,41888.7,-295736,48169.9
36362,1.07697,-1.43737,-2.12598,-15534.5,-179923,120332
36363,0.745026,-2.50657,-0.624408,42897.2,27728.9,-232724
36364,0.302047,2.94582,1.71344,-159743,55861.3,-85599.6
36365,0.773353,2.1454,-0.0453212,242066,-54333.9,-14985.9
36366,-1.89715,-1.47926,-1.37112,-105519,184979,-89646.7
36367,2.10029,0.958308,-1.28238,159162,-123218,128763
36368,-0.651847,2.04251,-0.0297992,-224430,-72580.2,16329.9
36369,-0.133328,-2.80705,-0.720581,-143386,12253.4,123406
36370,2.07909,2.51051,0.0473622,14944.4,-4661.85,-199640
36371,-1.72121,0.818015,2.25668,-43097.3,184181,-115586
36372,2.15169,1.03117,0.0584691,151453,-163159,84409.2
36373,0.0167189,2.21804,-1.48785,109939,-152482,-120344
36374,2.99634,0.406722,0.941189,-49156.5,104847,149043
36375,1.00685,-3.02177,-1.99247,-136865,-85342.9,47966.2
36376,-2.47657,1.37644,-0.421153,-71656.9,-182422,-78839.9
36377,1.35571,0.621535,-2.1003,-101540,-175480,-119656
36378,0.820139,-1.60589,-0.828464,-257066,-109846,40447.7
36379,-2.90949,-0.65032,1.15609,-74896.6,182573,-50147
36380,1.02685,2.9511,0.220289,117163,-63550.7,-155653
36381,-0.245684,-3.6509,-0.515111,-166927,27535.9,34952
36382,-1.40074,-0.093655,2.69844,-148809,-145823,-40665
36383,-0.00886349,1.81295,1.38168,146078,152735,-140903
36384,-1.65427,0.27239,2.69961,155410,-97248,83205.6
36385,0.171684,0.613203,2.22326,226470,73733.2,-73926.8
36386,-0.33065,0.526699,2.70831,-6439.92,229872,-38191.2
36387,-1.71468,1.006,1.76275,-176038,-2854.04,-150368
36388,-0.763728,2.98126,-0.695038,150369,63174.2,113120
36389,-1.57143,-0.392218,1.25244,-60187.1,262354,20610.6
36390,-0.82518,-2.24091,-0.873915,33690.7,15718,-233546
36391,-1.5771,0.336377,-1.10023,-186478,47347.3,206272
36392,1.96262,-0.373386,2.01499,14279,221581,52846
36393,-1.80308,-0.824403,0.283846,-54883.3,113185,-242850
36394,-2.59646,-0.146986,-0.728279,-53629.8,115634,185191
36395,0.808201,-2.16813,-0.895984,131867,-25121.7,201852
36396,0.193982,-3.67417,0.0758767,168371,-12606.5,2218.65
36397,1.95204,-2.59356,-0.370706,-152551,-91934.6,-77666.8
36398,0.399875,1.89811,1.35533,64288.5,-166603,156796
36399,-1.84602,-1.53425,0.261953,58747.2,18163,219753
36400,0.711242,-2.12094,0.226147,236651,103008,4013.67
36401,1.18288,1.93119,1.72226,-146709,126230,-76955.9
36402,-2.41499,0.401331,-0.620066,31620,-162412,-137846
36403,0.286112,1.2475,2.61518,-141721,-131271,95397.1
36404,0.000664421,-2.40657,-1.3509,194737,-28938.9,53136.9
36405,-1.1665,2.15976,-0.146329,-229009,-94253.8,21223.4
36406,-2.0186,2.60306,-0.081537,-62840.5,-29914.4,158472
36407,-2.01774,-0.556245,-0.881262,14096.3,121367,-225666
36408,-2.11687,0.295477,1.77423,94998.2,-138316,129014
36409,0.642844,0.643613,-0.463295,-208817,284990,126688
36410,2.98008,-0.750908,0.114019,-46447.7,-187409,-40170.5
36411,-1.21875,2.41085,0.771548,157810,64548.4,132271
36412,-1.16824,-1.07332,1.71058,-75606.8,-177174,-164752
36413,-0.186971,1.83996,-2.17096,127783,118119,78242.8
36414,1.01592,1.94333,-2.19675,-148497,128798,76142.9
36415,-2.71052,-0.398097,-0.777996,-11310.9,214496,-48925.5
36416,1.39464,2.0714,2.35401,-9330.26,163922,-88982.6
36417,-2.39688,0.257579,-0.793003,44124.6,-174463,-117665
36418,-2.55068,1.09602,-0.0352858,-80168.3,-218506,2719.24
36419,1.5161,0.927594,-0.131546,155100,-234233,7023.79
36420,0.869028,0.721589,2.55128,96567.4,186573,-68944.9
36421,2.61119,0.797996,-1.71374,118190,-4227.1,159463
36422,2.16204,-2.72008,0.0855641,-118122,-136121,39215.2
36423,0.702449,-2.21577,-1.54973,-181185,-135182,45325.3
36424,0.132712,2.08621,1.08218,228236,38208.7,-87680.1
36425,2.63965,-0.0689231,1.29674,59968.6,96445.6,-165070
36426,0.431552,1.83066,2.47378,-56601.6,172642,-104175
36427,-0.760795,2.63468,0.276754,-119667,-6013.05,-181080
36428,2.18832,-0.715822,2.17456,-87942.4,121344,133510
36429,0.162724,2.17666,1.87834,-200282,-3443.17,-34911.7
36430,0.0887494,3.27842,0.481301,-143966,52652.8,-121881
36431,-0.550109,2.04149,0.695088,194214,114119,-142756
36432,1.5805,1.4927,-1.09922,-3572.98,177486,151903
36433,1.51085,2.03545,-0.602914,179442,-122525,79533.4
36434,-0.622109,2.20969,-0.712733,218648,64002.1,-95357.6
36435,-1.10657,-2.14827,0.390361,-142020,76406,-184122
36436,1.19793,-1.85321,-1.58778,77591,-107242,189098
36437,-2.22198,1.44886,-2.34984,123681,-51160.9,-123920
36438,-0.0371579,-2.36159,0.883357,-112665,-28233.9,-202093
36439,-0.986101,1.39928,1.8668,201758,-28655.9,138791
36440,-0.866789,-2.66791,0.109419,-200366,67813.4,4751.95
36441,-1.16268,3.18234,0.0614027,187749,31794.5,1722.35
36442,-2.35291,-0.825983,-0.452309,101394,-213875,-20321.3
36443,-1.13996,1.79456,-0.861505,-32206.9,-112756,-232663
36444,-0.974828,-2.97205,-1.61666,95823.7,78674.1,-128177
36445,-2.56133,-1.2931,1.48777,-82840.8,176553,41434.1
36446,-1.58337,0.816926,-0.0551376,132340,263919,8109.36
36447,-0.591684,2.54735,1.83813,186868,23472.4,66167
36448,2.4019,-2.95863,-0.124264,143473,85622,4018.93
36449,2.33914,1.4196,0.0288749,113623,-189838,1047.58
36450,-0.172641,0.726878,-2.455,99965.9,-203055,-63534.7
36451,2.40164,0.128662,-0.987702,66242.1,-206574,26500.1
36452,-0.648963,1.97676,-0.940957,215579,123789,-17155.8
36453,-1.8144,1.64021,0.343994,-173026,-163482,-39640.2
36454,0.230363,-2.70347,-2.00715,-7250.34,133252,-133482
36455,-2.59362,-1.24314,0.802839,-89918,161158,-107379
36456,-0.386887,2.68708,-0.0964792,-203514,851.567,-24937.1
36457,-3.48705,-0.194143,0.0189645,-22334.9,42447.6,-173945
36458,0.704626,0.537645,-2.41478,228584,53672.7,69466.2
36459,0.214486,-0.370698,2.35946,-94025.4,206927,10997.8
36460,-2.59421,0.667243,0.0571746,-47823.7,-153303,-161657
36461,1.90102,2.61123,1.31248,64676.4,32918.5,-162771
36462,0.613908,1.8035,-0.132139,-252142,63495.2,-141284
36463,-1.22042,-2.17057,0.807109,124046,-136891,-129355
36464,0.536375,1.97935,0.0200523,7093.99,-6161.64,-261106
36465,-0.119305,-3.58749,0.0269031,48431,14749,-170314
36466,-1.54248,0.639956,0.653733,-149226,-231953,-1642.74
36467,2.30027,-1.22175,0.616935,-82749.1,-173429,114784
36468,-1.49587,2.08646,-2.17917,77333.1,-116652,-127389
